Item ID,Link,Timestamp
17778916,https://us.shein.com/SHEIN-ICON-Figure-Graphic-Y2k-Tee-p-17778916.html,2024-04-17 17:07:13.954562
27490896,https://us.shein.com/Floral-Print-Fold-Pleated-Detail-Blouse-p-27490896.html,2024-04-17 17:07:13.957927
28151220,https://us.shein.com/SHEIN-LUNE-Women-s-Short-Sleeve-T-Shirt-With-Black-White-Striped-Back-And-Buckle-Detail-p-28151220.html,2024-04-17 17:07:13.961984
20608911,https://us.shein.com/DAZY-Solid-Ribbed-Knit-Tank-Top-p-20608911.html,2024-04-17 17:07:13.965415
753280,https://us.shein.com/SHEIN-EZwear-Tie-Dye-Wash-Twist-Front-Tee-p-753280.html,2024-04-17 17:07:13.969300
20528224,https://us.shein.com/SHEIN-MOD-Twist-Front-Ribbed-Knit-Tube-Top-p-20528224.html,2024-04-17 17:07:13.972639
25206930,https://us.shein.com/SHEIN-Priv-Swiss-Dot-Guipure-Lace-Insert-Lantern-Sleeve-Blouse-p-25206930.html,2024-04-17 17:07:13.976382
16476537,https://us.shein.com/SHEIN-VCAY-Allover-Floral-Print-Sweetheart-Neck-Puff-Sleeve-Peplum-Spring-Blouse-p-16476537.html,2024-04-17 17:07:13.980152
30486160,https://us.shein.com/SHEIN-EZwear-Letter-And-Suit-Printed-Slim-Fit-Tank-Top-p-30486160.html,2024-04-17 17:07:13.983433
10388401,https://us.shein.com/SHEIN-LUNE-Knotted-Self-Tie-Button-Front-Shirt-p-10388401.html,2024-04-17 17:07:13.986910
28968378,https://us.shein.com/EMERY-ROSE-Women-s-Notched-Collar-Three-Quarter-Sleeve-Shirt-p-28968378.html,2024-04-17 17:07:13.990355
29768325,https://us.shein.com/SHEIN-VCAY-Women-s-Embroidered-Flying-Sleeve-Blouse-p-29768325.html,2024-04-17 17:07:13.993661
3168799,https://us.shein.com/SHEIN-WYWH-Tied-Hem-Puff-Sleeve-Crop-Top-p-3168799.html,2024-04-17 17:07:13.997392
28813274,https://us.shein.com/SHEIN-Clasi-Women-s-Leopard-Print-Knot-Neck-Ruffle-Trim-Decor-Top-With-Flounce-Hem-p-28813274.html,2024-04-17 17:07:14.000891
28991470,https://us.shein.com/SHEIN-Frenchy-Women-s-Lace-Shoulder-Strap-Solid-Color-Hollow-Textured-Fabric-Camisole-Summer-Tank-Tops-Vacation-Clothes-Wedding-Tops-p-28991470.html,2024-04-17 17:07:14.004447
28561904,https://us.shein.com/SHEIN-Essnce-Women-s-Crossed-Back-Batwing-Sleeve-T-Shirt-p-28561904.html,2024-04-17 17:07:14.007994
14276174,https://us.shein.com/SHEIN-VCAY-Striped-Ruffle-Trim-Square-Neck-Blouse-p-14276174.html,2024-04-17 17:07:14.011182
29577556,https://us.shein.com/DAZY-Ladies-Short-Cropped-Tank-Top-With-Split-Hem-p-29577556.html,2024-04-17 17:07:14.014716
30283559,https://us.shein.com/SHEIN-Essnce-Letter-Baseball-Printed-Short-Sleeve-T-Shirt-p-30283559.html,2024-04-17 17:07:14.018152
31125472,https://us.shein.com/SHEIN-Clasi-Women-s-Solid-Color-Stand-Collar-Pleated-Slim-Fit-Tank-Top-p-31125472.html,2024-04-17 17:07:14.021475
15849231,https://us.shein.com/Kays-Illustrations-Floral-Print-Ruffle-Trim-Blouse-p-15849231.html,2024-04-17 17:07:14.024708
25737029,https://us.shein.com/SHEIN-BAE-Solid-Ruched-Side-Crop-Tee-p-25737029.html,2024-04-17 17:07:14.028193
26614491,https://us.shein.com/SHEIN-Essnce-Wide-Shoulder-Casual-Cropped-Tank-Top-For-Summer-p-26614491.html,2024-04-17 17:07:14.031459
29448071,https://us.shein.com/Dazy-Less-Women-s-Solid-Color-Round-Neck-Short-Sleeve-T-Shirt-p-29448071.html,2024-04-17 17:07:14.034840
28463624,https://us.shein.com/DAZY-Letter-Printed-Short-Sleeve-T-Shirt-p-28463624.html,2024-04-17 17:07:14.038121
16924012,https://us.shein.com/SHEIN-Frenchy-Frill-Trim-Solid-Sleeveless-Blouse-p-16924012.html,2024-04-17 17:07:14.041416
16552411,https://us.shein.com/SHEIN-VCAY-Floral-Print-Notched-Neckline-Puff-Sleeve-Blouse-p-16552411.html,2024-04-17 17:07:14.044925
28890193,https://us.shein.com/SHEIN-Priv-Solid-Color-Long-Sleeve-Shirt-p-28890193.html,2024-04-17 17:07:14.048237
28331049,https://us.shein.com/ROMWE-Grunge-Punk-Tie-Dye-Eyes-Letter-Print-Tank-Top-p-28331049.html,2024-04-17 17:07:14.051511
27296371,https://us.shein.com/SHEIN-EZwear-Women-s-Short-Sexy-Fitted-Cami-Tank-Top-Suitable-For-Summer-p-27296371.html,2024-04-17 17:07:14.054902
30408598,https://us.shein.com/SHEIN-Slayr-Slim-Fit-Crop-Top-With-Notch-Neckline-And-Letter-Print-p-30408598.html,2024-04-17 17:07:14.058306
28748581,https://us.shein.com/SHEIN-LUNE-Women-s-Polka-Dot-Mesh-Patchwork-Short-Puff-Sleeve-T-Shirt-p-28748581.html,2024-04-17 17:07:14.061757
10638269,https://us.shein.com/SHEIN-VCAY-Off-The-Shoulder-Tie-Front-Blouse-p-10638269.html,2024-04-17 17:07:14.065153
15409837,https://us.shein.com/SHEIN-Essnce-Solid-Crop-Tank-Top-p-15409837.html,2024-04-17 17:07:14.068388
28052123,https://us.shein.com/SHEIN-EZwear-Camouflage-Knitted-Cami-Top-p-28052123.html,2024-04-17 17:07:14.072046
30123838,https://us.shein.com/SHEIN-EZwear-Women-s-Flag-Letter-Printed-Tank-Top-p-30123838.html,2024-04-17 17:07:14.075225
9904959,https://us.shein.com/SHEIN-Frenchy-Floral-Print-Puff-Sleeve-Shirred-Peplum-Blouse-p-9904959.html,2024-04-17 17:07:14.078694
30920711,https://us.shein.com/SHEIN-LUNE-Floral-Print-V-Neck-Tie-Front-Blouse-p-30920711.html,2024-04-17 17:07:14.082088
27965749,https://us.shein.com/SHEIN-Clasi-Women-s-Wrapped-V-Neck-Lantern-Sleeve-Blouse-With-Ruffle-Hem-p-27965749.html,2024-04-17 17:07:14.085499
11891528,https://us.shein.com/SHEIN-Clasi-Floral-Print-Mock-Neck-Blouse-p-11891528.html,2024-04-17 17:07:14.088713
28571029,https://us.shein.com/Women-S-Solid-Color-Side-Split-Curved-Hem-Casual-Shirt-p-28571029.html,2024-04-17 17:07:14.091924
18799062,https://us.shein.com/SHEIN-BAE-Square-Neck-Ruched-Side-Crop-Tee-p-18799062.html,2024-04-17 17:07:14.095375
13538559,https://us.shein.com/SHEIN-Clasi-Floral-Print-Butterfly-Sleeve-Peplum-Blouse-p-13538559.html,2024-04-17 17:07:14.098765
30754770,https://us.shein.com/SHEIN-LUNE-Floral-Print-Ruffled-Sleeve-V-Neck-Blouse-p-30754770.html,2024-04-17 17:07:14.102064
27810191,https://us.shein.com/SHEIN-LUNE-Summer-Apricot-Simple-Button-Front-Tank-Top-For-Summer-For-Women-p-27810191.html,2024-04-17 17:07:14.105370
12574125,https://us.shein.com/SHEIN-EZwear-Drawstring-Ruched-Side-Crop-Green-Tank-Top-p-12574125.html,2024-04-17 17:07:14.108582
28496066,https://us.shein.com/SHEIN-LUNE-Women-s-Round-Neck-Striped-T-Shirt-p-28496066.html,2024-04-17 17:07:14.111930
3084120,https://us.shein.com/SHEIN-EZwear-3-PCS-Round-Neck-Tank-Top-p-3084120.html,2024-04-17 17:07:14.115203
31126868,https://us.shein.com/SHEIN-Slayr-Casual-Simple-Sexy-Body-Pirnt-Pattern-Round-Neck-Short-Sleeve-Tight-Short-Women-s-T-Shirt-Suitable-For-Summer-p-31126868.html,2024-04-17 17:07:14.118598
26965315,https://us.shein.com/SHEIN-EZwear-Solid-Color-Pleated-Fitted-Tank-Top-p-26965315.html,2024-04-17 17:07:14.121929
30685279,https://us.shein.com/Turn-Down-Collar-Roll-Up-Sleeve-Half-Round-Hem-Textured-Fabric-Shirt-p-30685279.html,2024-04-17 17:07:14.125306
22417922,https://us.shein.com/SHEIN-Essnce-Solid-Ruched-Front-Flare-Sleeve-Tee-p-22417922.html,2024-04-17 17:07:14.128897
2573794,https://us.shein.com/SHEIN-EZwear-Solid-Ribbed-Crop-Tank-Top-p-2573794.html,2024-04-17 17:07:14.132298
22489240,https://us.shein.com/SHEIN-Slayr-Allover-Print-Tie-Neck-Lantern-Sleeve-Blouse-p-22489240.html,2024-04-17 17:07:14.135699
2988421,https://us.shein.com/SHEIN-EZwear-Summer-3pcs-Lettuce-Trim-Ribbed-Knit-Slim-Fit-Base-Tee-p-2988421.html,2024-04-17 17:07:14.138975
30908572,https://us.shein.com/SHEIN-Essnce-Solid-Color-Pleated-Texture-Strapless-Top-p-30908572.html,2024-04-17 17:07:14.142358
7738817,https://us.shein.com/SHEIN-PETITE-Drop-Shoulder-Sheer-Mesh-Summer-Women-Black-Top-Without-Bra-p-7738817.html,2024-04-17 17:07:14.145859
28232333,https://us.shein.com/SHEIN-LUNE-Slogan-Print-Short-Sleeve-T-Shirt-p-28232333.html,2024-04-17 17:07:14.149143
14714799,https://us.shein.com/SHEIN-VCAY-Eyelet-Embroidery-Ruffle-Trim-V-Neck-Blouse-p-14714799.html,2024-04-17 17:07:14.152422
19186500,https://us.shein.com/SHEIN-LUNE-Two-Tone-Drop-Shoulder-Pocket-Patched-Shirt-p-19186500.html,2024-04-17 17:07:14.155680
31254986,https://us.shein.com/SHEIN-EZwear-Women-s-Solid-Color-Square-Neckline-Seamless-Camisole-p-31254986.html,2024-04-17 17:07:14.158869
16279081,https://us.shein.com/SHEIN-EZwear-Summer-White-Y2k-Abstract-Figure-Graphic-Drop-Shoulder-Tee-Graphic-Shirt-p-16279081.html,2024-04-17 17:07:14.162251
26535546,https://us.shein.com/Fashionable-Floral-Print-Romantic-Women-s-Shirt-p-26535546.html,2024-04-17 17:07:14.165453
22154623,https://us.shein.com/SHEIN-EZwear-Skull-Floral-Print-Drop-Shoulder-Tee-p-22154623.html,2024-04-17 17:07:14.168837
32077321,https://us.shein.com/SHEIN-VCAY-Summer-Petite-Floral-Square-Neckline-Puff-Sleeve-Blouse-p-32077321.html,2024-04-17 17:07:14.172038
21342483,https://us.shein.com/SHEIN-EZwear-Motorcycle-And-Monogram-Notched-Neckline-Cropped-Tank-Top-p-21342483.html,2024-04-17 17:07:14.175416
31408155,https://us.shein.com/SHEIN-LUNE-Women-s-V-Neck-Lantern-Sleeve-Shirt-With-Random-Prints-p-31408155.html,2024-04-17 17:07:14.178981
32352725,https://us.shein.com/Dazy-Star-Summer-Casual-Button-Placket-Slim-Fit-Henley-Neckline-Short-Sleeve-T-Shirt-p-32352725.html,2024-04-17 17:07:14.182280
31787693,https://us.shein.com/Women-s-Short-Sleeve-Simple-And-Fashionable-Front-Button-Shirt-p-31787693.html,2024-04-17 17:07:14.185732
28221085,https://us.shein.com/SHEIN-Essnce-Women-s-Off-Shoulder-Top-With-Frill-Trim-p-28221085.html,2024-04-17 17:07:14.188998
19347403,https://us.shein.com/SHEIN-MOD-One-Shoulder-Ruched-Waist-Slim-Fit-Green-Mesh-Top-p-19347403.html,2024-04-17 17:07:14.192368
21155387,https://us.shein.com/SHEIN-Clasi-Off-Shoulder-Ruched-Sleeve-Solid-Blouse-p-21155387.html,2024-04-17 17:07:14.195830
30312279,https://us.shein.com/SHEIN-LUNE-Marble-Print-Casual-Tank-Top-p-30312279.html,2024-04-17 17:07:14.199047
29607972,https://us.shein.com/SHEIN-LUNE-Women-s-Geometric-Printed-Round-Neck-Shirt-p-29607972.html,2024-04-17 17:07:14.202435
13681819,https://us.shein.com/SHEIN-VCAY-Solid-Raglan-Sleeve-Tee-p-13681819.html,2024-04-17 17:07:14.205674
21766723,https://us.shein.com/SHEIN-LUNE-Tropical-Print-Mock-Neck-Lantern-Sleeve-Blouse-p-21766723.html,2024-04-17 17:07:14.208915
29183678,https://us.shein.com/SHEIN-Frenchy-Colorblock-Striped-Casual-Shirt-p-29183678.html,2024-04-17 17:07:14.212364
4400191,https://us.shein.com/SHEIN-Mulvari-Tie-Neck-Puff-Sleeve-Blouse-p-4400191.html,2024-04-17 17:07:14.215672
28521094,https://us.shein.com/SHEIN-VCAY-Women-s-Floral-Shirred-Short-Puff-Sleeve-Shirt-p-28521094.html,2024-04-17 17:07:14.218998
800448,https://us.shein.com/SHEIN-Essnce-Twist-Front-Asymmetrical-Hem-Bardot-Top-p-800448.html,2024-04-17 17:07:14.222346
10447828,https://us.shein.com/SHEIN-BASICS-Cap-Sleeve-Solid-Crop-Top-p-10447828.html,2024-04-17 17:07:14.225623
21507997,https://us.shein.com/SHEIN-Clasi-Solid-Button-Detail-Bishop-Sleeve-Blouse-p-21507997.html,2024-04-17 17:07:14.229001
27142142,https://us.shein.com/SHEIN-EZwear-Summer-Letter-Print-Slim-Fit-Short-Women-s-T-Shirt-p-27142142.html,2024-04-17 17:07:14.232263
28148335,https://us.shein.com/SHEIN-Slayr-Women-s-Virgin-Mary-Print-Short-Sleeve-T-Shirt-p-28148335.html,2024-04-17 17:07:14.235567
1846349,https://us.shein.com/SHEIN-Mulvari-Button-Up-Solid-Shirt-p-1846349.html,2024-04-17 17:07:14.238912
18126521,https://us.shein.com/SHEIN-BASICS-Women-Minimalist-Solid-Color-Sleeveless-Knitting-Top-p-18126521.html,2024-04-17 17:07:14.242188
31239652,https://us.shein.com/SHEIN-LUNE-Women-s-Casual-Floral-Print-Halter-Neck-Top-Suitable-For-Summer-p-31239652.html,2024-04-17 17:07:14.245525
11054865,https://us.shein.com/SHEIN-EZwear-Colorblock-Raglan-Sleeve-Tee-p-11054865.html,2024-04-17 17:07:14.248847
31677900,https://us.shein.com/SHEIN-Essnce-Women-s-Fashionable-Solid-Color-Waist-Tie-Camisole-Shirt-Versatile-p-31677900.html,2024-04-17 17:07:14.252311
10705869,https://us.shein.com/SHEIN-EZwear-Solid-Drop-Shoulder-Button-Up-Oversized-Shirt-p-10705869.html,2024-04-17 17:07:14.255577
28374577,https://us.shein.com/SHEIN-EZwear-Women-s-3pcs-Round-Neck-Long-Sleeve-Summer-Outfits-T-Shirt-p-28374577.html,2024-04-17 17:07:14.258914
26835749,https://us.shein.com/SHEIN-EZwear-Women-s-Knitted-Batwing-Sleeve-T-shirt-With-Motorcycle-Wing-Print-p-26835749.html,2024-04-17 17:07:14.262629
15212231,https://us.shein.com/SHEIN-Frenchy-Solid-Notched-Neckline-Puff-Sleeve-Blouse-p-15212231.html,2024-04-17 17:07:14.265907
30484034,https://us.shein.com/SHEIN-VCAY-Summer-Floral-Printed-Frill-Hem-Decorated-Sleeveless-Top-p-30484034.html,2024-04-17 17:07:14.269343
21005890,https://us.shein.com/SHEIN-EZwear-Solid-Crop-Cami-Top-p-21005890.html,2024-04-17 17:07:14.272588
12914115,https://us.shein.com/SHEIN-VCAY-Floral-Print-Tie-Neck-Peplum-Blouse-p-12914115.html,2024-04-17 17:07:14.275824
32181239,https://us.shein.com/SHEIN-EZwear-California-West-Coast-Graphic-Curved-Hem-Oversized-T-Shirt-For-Summer-p-32181239.html,2024-04-17 17:07:14.279641
10058502,https://us.shein.com/SHEIN-LUNE-Scarf-Print-Batwing-Sleeve-Wrap-Knot-Side-Blouse-p-10058502.html,2024-04-17 17:07:14.283097
17187822,https://us.shein.com/ROMWE-Grunge-Punk-Letter-Skull-Graphic-Drop-Shoulder-Tee-p-17187822.html,2024-04-17 17:07:14.286350
30355721,https://us.shein.com/DAZY-Solid-Color-Round-Neck-Short-Sleeve-T-Shirt-For-Women-p-30355721.html,2024-04-17 17:07:14.289666
10625526,https://us.shein.com/SHEIN-Skull-Rack-Floral-Print-Ladder-Cut-Out-Drop-Shoulder-Tee-p-10625526.html,2024-04-17 17:07:14.293031
12469076,https://us.shein.com/SHEIN-Clasi-Flounce-Sleeve-V-Neck-Puff-Sleeve-Blouse-p-12469076.html,2024-04-17 17:07:14.296718
28704143,https://us.shein.com/Spring-Summer-Fashionable-Round-Neck-Vintage-Casual-Women-s-Short-Sleeve-T-Shirt-p-28704143.html,2024-04-17 17:07:14.299994
29246987,https://us.shein.com/SHEIN-BASICS-Women-s-Ribbed-Basic-Tank-Top-p-29246987.html,2024-04-17 17:07:14.303237
27835109,https://us.shein.com/Women-s-Sparkly-Sequin-Camisole-Top-p-27835109.html,2024-04-17 17:07:14.306525
29809801,https://us.shein.com/SHEIN-Frenchy-Boho-Vacation-Loose-Fit-Blouse-With-Lace-Dr-Linenblend-Cottagre-Style-Summer-Blouse-Short-Sleeve-Fabric-p-29809801.html,2024-04-17 17:07:14.309822
31663557,https://us.shein.com/DAZY-Letter-Print-Color-Block-Drop-Shoulder-T-Shirt-p-31663557.html,2024-04-17 17:07:14.313384
7363392,https://us.shein.com/SHEIN-Unity-Twist-Front-Cut-Out-Crop-Halter-Top-p-7363392.html,2024-04-17 17:07:14.316668
29464298,https://us.shein.com/SHEIN-Clasi-Women-s-Stand-Collar-Asymmetrical-Hem-Sleeveless-Blouse-p-29464298.html,2024-04-17 17:07:14.319981
11105692,https://us.shein.com/SHEIN-SXY-Draped-Bandana-Hem-Tie-Backless-Halter-Top-p-11105692.html,2024-04-17 17:07:14.323321
13205757,https://us.shein.com/DAZY-Butterfly-Embroidery-Drop-Shoulder-Tee-p-13205757.html,2024-04-17 17:07:14.326724
31653701,https://us.shein.com/SHEIN-EZwear-Women-s-Solid-Color-Round-Neck-Slim-Short-Sleeve-T-Shirt-p-31653701.html,2024-04-17 17:07:14.330357
27332327,https://us.shein.com/SHEIN-Slayr-Loose-Oversized-Simple-Drop-Shoulder-T-Shirt-p-27332327.html,2024-04-17 17:07:14.333720
28131199,https://us.shein.com/SHEIN-LUNE-Women-s-Puff-Sleeve-Embroidered-T-Shirt-p-28131199.html,2024-04-17 17:07:14.337002
11511378,https://us.shein.com/SHEIN-EZwear-Batwing-Sleeve-Textured-Tee-p-11511378.html,2024-04-17 17:07:14.340327
28525783,https://us.shein.com/SHEIN-VCAY-Random-Print-Stand-Collar-Batwing-Sleeve-Shirt-p-28525783.html,2024-04-17 17:07:14.343598
29627459,https://us.shein.com/SHEIN-Clasi-Women-s-Striped-Batwing-Short-Sleeve-Summer-Blouse-p-29627459.html,2024-04-17 17:07:14.347174
31682674,https://us.shein.com/SHEIN-Qutie-Women-s-Summer-Loose-Fit-Short-Sleeve-Round-Neck-Tee-With-Face-Print-p-31682674.html,2024-04-17 17:07:14.350571
27553130,https://us.shein.com/DAZY-Women-s-Solid-Color-Round-Neck-Slim-Fit-Long-Sleeve-T-Shirt-p-27553130.html,2024-04-17 17:07:14.353983
