Link,Timestamp
https://us.shein.com/SHEIN-Unity-1pc-Solid-High-Neck-Crop-Tee-p-23997649-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876442
https://us.shein.com/SHEIN-LUNE-Notched-Neckline-Lantern-Sleeve-Tee-p-24294836-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876476
https://us.shein.com/DAZY-Kpop-Solid-Crop-Tee-p-24368701-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876499
https://us.shein.com/3pcs-Solid-Cami-Top-p-24414602-cat-1779.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876519
https://us.shein.com/SHEIN-Frenchy-Sweetheart-Neck-Ruched-Bust-Ribbed-Knit-Tee-p-24415112-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876539
https://us.shein.com/Slogan-Graphic-Round-Neck-Tee-p-23814383-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876566
https://us.shein.com/DAZY-Kpop-Solid-Scoop-Neck-Tee-p-24629095-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876589
https://us.shein.com/Plaid-Print-Drop-Shoulder-Flap-Pocket-Shirt-p-24739273-cat-1733.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876606
https://us.shein.com/Solid-Asymmetrical-Neck-Lettuce-Trim-Hanky-Hem-Crop-Tee-p-24345154-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876624
https://us.shein.com/DAZY-Solid-Round-Neck-Thermal-Tee-p-25049860-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876644
https://us.shein.com/SHEIN-SXY-Graphic-Print-Twist-Front-Crop-Blouse-p-24069755-cat-1733.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876665
https://us.shein.com/Christmas-Print-Tee-p-24464249-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876683
https://us.shein.com/Solid-Crop-Tee-p-24933145-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876700
https://us.shein.com/SHEIN-Essnce-Off-Shoulder-Fuzzy-Trim-Ruched-Side-Crop-Top-p-24050578-cat-2223.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876717
https://us.shein.com/3pcs-Solid-V-Neck-Ruched-Side-Tee-p-24069026-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876734
https://us.shein.com/SHEIN-BAE-Floral-Jacquard-Button-Front-Satin-Shirt-p-24149494-cat-1733.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876753
https://us.shein.com/SHEIN-ICON-Asymmetrical-Neck-Ruched-Hanky-Hem-Tee-p-24536540-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876771
https://us.shein.com/SHEIN-Frenchy-Scallop-Trim-Ruched-Tee-p-24595120-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876787
https://us.shein.com/SHEIN-EZwear-Mock-Neck-Ribbed-Knit-Crop-Tee-p-24422631-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876804
https://us.shein.com/SHEIN-SXY-Solid-Crop-Tank-Top-p-24387575-cat-1779.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876822
https://us.shein.com/SHEIN-Essnce-3pcs-Solid-Ruched-Side-Crop-Tee-p-25416330-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876839
https://us.shein.com/SHEIN-Essnce-Square-Neck-Flare-Sleeve-Tee-p-24386460-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876855
https://us.shein.com/SHEIN-Priv-Guipure-Lace-Insert-Lantern-Sleeve-Blouse-p-23629984-cat-1733.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876875
https://us.shein.com/Letter-Graphic-Tee-p-24235459-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876892
https://us.shein.com/SHEIN-LUNE-Striped-Print-Colorblock-Tee-p-24632531-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876910
https://us.shein.com/3-Pack-Solid-Round-Neck-Tee-p-24935823-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876929
https://us.shein.com/Frill-Trim-Flare-Sleeve-Velvet-Blouse-p-25230942-cat-1733.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876946
https://us.shein.com/SHEIN-LUNE-Mock-Neck-Split-Hem-Wrap-Tee-p-24616755-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876962
https://us.shein.com/SHEIN-ICON-Crisscross-Cut-Out-Front-Crop-Tee-p-24835549-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876979
https://us.shein.com/SHEIN-Essnce-3pcs-Solid-Scoop-Neck-Crop-Tee-p-24180405-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.876995
https://us.shein.com/4pcs-Solid-Crop-Tank-Top-p-24148433-cat-1779.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.877012
https://us.shein.com/Solid-Zipper-Front-Waffle-Knit-Tee-p-24685985-cat-1738.html?src_identifier=fc%3DAll%60sc%3DWomenClothing%60tc%3D0%60oc%3DToprated%60ps%3Dtab01navbar03menu01dir03%60jc%3DitemPicking_003161153&src_module=topcat&src_tab_page_id=page_real_class1697808447511&mallCode=1,2023-11-11 03:20:58.877031
